pt1,map,2.0,0.55,0.0
pt2,map,2.55,0.0,0.0
pt3,map,2.0,-0.55,0.0
pt4,map,0.0,0.55,0.0
pt5,map,-0.55,0.0,0.0
pt0,map,0.0,-0.55,0.0
