pt1,map,2.3,-0.8,0.0
pt2,map,2.7,-0.69,0.0
pt3,map,2.99,-0.4,0.0
pt4,map,3.1,0.0,0.0
pt5,map,2.99,0.4,0.0
pt6,map,2.7,0.69,0.0
pt7,map,2.3,0.8,0.0
pt8,map,-0.3,0.8,0.0
pt9,map,-0.7,0.69,0.0
pt10,map,-0.99,0.4,0.0
pt11,map,-1.1,0.0,0.0
pt12,map,-0.99,-0.4,0.0
pt13,map,-0.7,-0.69,0.0
pt0,map,-0.3,-0.8,0.0
