pt1,map,2.5,-1.0,0.0
pt2,map,3.0,-0.866,0.0
pt3,map,3.366,-0.5,0.0
pt4,map,3.5,0.0,0.0
pt5,map,3.366,0.5,0.0
pt6,map,3.0,0.866,0.0
pt7,map,2.5,1.0,0.0
pt8,map,-0.5,1.0,0.0
pt9,map,-1.0,0.866,0.0
pt10,map,-1.366,0.5,0.0
pt11,map,-1.5,0.0,0.0
pt12,map,-1.366,-0.5,0.0
pt13,map,-1.0,-0.866,0.0
pt0,map,-0.5,-1.0,0.0
